airport_name,city,country,IATA,latitude,longitude,continent_code,continent,airport
Goroka Airport,Goroka,Papua New Guinea,GKA,-6.081689834590001,145.391998291,OC,Oceania,Goroka (GKA)
Madang Airport,Madang,Papua New Guinea,MAG,-5.20707988739,145.789001465,OC,Oceania,Madang (MAG)
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,-5.826789855957031,144.29600524902344,OC,Oceania,Mount Hagen (HGU)
Nadzab Airport,Nadzab,Papua New Guinea,LAE,-6.569803,146.725977,OC,Oceania,Nadzab (LAE)
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,-9.44338035583496,147.22000122070312,OC,Oceania,Port Moresby (POM)
Wewak International Airport,Wewak,Papua New Guinea,WWK,-3.58383011818,143.669006348,OC,Oceania,Wewak (WWK)
Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,61.1604995728,-45.4259986877,NA,North America,Narssarssuaq (UAK)
Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,64.19090271,-51.6781005859,NA,North America,Godthaab (GOH)
Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,67.0122218992,-50.7116031647,NA,North America,Sondrestrom (SFJ)
Thule Air Base,Thule,Greenland,THU,76.5311965942,-68.7032012939,NA,North America,Thule (THU)
Akureyri Airport,Akureyri,Iceland,AEY,65.66000366210938,-18.07270050048828,EU,Europe,Akureyri (AEY)
Egilsstaðir Airport,Egilsstadir,Iceland,EGS,65.2833023071289,-14.401399612426758,EU,Europe,Egilsstadir (EGS)
Ísafjörður Airport,Isafjordur,Iceland,IFJ,66.05809783935547,-23.135299682617188,EU,Europe,Isafjordur (IFJ)
Keflavik International Airport,Keflavik,Iceland,KEF,63.985000610352,-22.605600357056,EU,Europe,Keflavik (KEF)
Reykjavik Airport,Reykjavik,Iceland,RKV,64.1299972534,-21.9405994415,EU,Europe,Reykjavik (RKV)
Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,46.48500061035156,-84.5093994140625,NA,North America,Sault Sainte Marie (YAM)
St. Anthony Airport,St. Anthony,Canada,YAY,51.3918991089,-56.083099365200006,NA,North America,St. Anthony (YAY)
Baie Comeau Airport,Baie Comeau,Canada,YBC,49.13249969482422,-68.20439910888672,NA,North America,Baie Comeau (YBC)
CFB Bagotville,Bagotville,Canada,YBG,48.33060073852539,-70.99639892578125,NA,North America,Bagotville (YBG)
Baker Lake Airport,Baker Lake,Canada,YBK,64.29889678960001,-96.077796936,NA,North America,Baker Lake (YBK)
Campbell River Airport,Campbell River,Canada,YBL,49.950801849365234,-125.27100372314452,NA,North America,Campbell River (YBL)
Brandon Municipal Airport,Brandon,Canada,YBR,49.91,-99.951897,NA,North America,Brandon (YBR)
Cambridge Bay Airport,Cambridge Bay,Canada,YCB,69.1081008911,-105.138000488,NA,North America,Cambridge Bay (YCB)
Nanaimo Airport,Nanaimo,Canada,YCD,49.0549702249,-123.869862556,NA,North America,Nanaimo (YCD)
Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,49.2963981628,-117.632003784,NA,North America,Castlegar (YCG)
Charlo Airport,Charlo,Canada,YCL,47.990799,-66.330299,NA,North America,Charlo (YCL)
Kugluktuk Airport,Coppermine,Canada,YCO,67.816704,-115.143997,NA,North America,Coppermine (YCO)
Clyde River Airport,Clyde River,Canada,YCY,70.4860992432,-68.5167007446,NA,North America,Clyde River (YCY)
Coral Harbour Airport,Coral Harbour,Canada,YZS,64.1932983398,-83.3593978882,NA,North America,Coral Harbour (YZS)
Deer Lake Airport,Deer Lake,Canada,YDF,49.21080017089844,-57.39139938354492,NA,North America,Deer Lake (YDF)
Dawson Creek Airport,Dawson Creek,Canada,YDQ,55.7422981262207,-120.18299865722656,NA,North America,Dawson Creek (YDQ)
Edmonton International Airport,Edmonton,Canada,YEG,53.3097000122,-113.580001831,NA,North America,Edmonton (YEG)
Arviat Airport,Eskimo Point,Canada,YEK,61.0942001343,-94.0708007812,NA,North America,Eskimo Point (YEK)
Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,68.30419921880001,-133.483001709,NA,North America,Inuvik (YEV)
Iqaluit Airport,Iqaluit,Canada,YFB,63.756402,-68.555801,NA,North America,Iqaluit (YFB)
Fredericton Airport,Fredericton,Canada,YFC,45.868900299072266,-66.53720092773438,NA,North America,Fredericton (YFC)
Flin Flon Airport,Flin Flon,Canada,YFO,54.6781005859375,-101.68199920654295,NA,North America,Flin Flon (YFO)
Fort Simpson Airport,Fort Simpson,Canada,YFS,61.76020050048828,-121.23699951171876,NA,North America,Fort Simpson (YFS)
Kingston Norman Rogers Airport,Kingston,Canada,YGK,44.22529983520508,-76.5969009399414,NA,North America,Kingston (YGK)
La Grande Rivière Airport,La Grande Riviere,Canada,YGL,53.625301361083984,-77.7042007446289,NA,North America,La Grande Riviere (YGL)
Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,48.7752990723,-64.4785995483,NA,North America,Gaspe (YGP)
Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,47.42470169067383,-61.778099060058594,NA,North America,Iles De La Madeleine (YGR)
Dryden Regional Airport,Dryden,Canada,YHD,49.831699,-92.744202,NA,North America,Dryden (YHD)
Ulukhaktok Holman Airport,Holman Island,Canada,YHI,70.76280212402344,-117.80599975585938,NA,North America,Holman Island (YHI)
Gjoa Haven Airport,Gjoa Haven,Canada,YHK,68.635597229,-95.8497009277,NA,North America,Gjoa Haven (YHK)
John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,43.1735992432,-79.93499755859999,NA,North America,Hamilton (YHM)
Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,45.5175018311,-73.4169006348,NA,North America,Montreal (YHU)
Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,60.8396987915,-115.782997131,NA,North America,Hay River (YHY)
Halifax / Stanfield International Airport,Halifax,Canada,YHZ,44.8807983398,-63.5085983276,NA,North America,Halifax (YHZ)
Pond Inlet Airport,Pond Inlet,Canada,YIO,72.6832962036,-77.9666976929,NA,North America,Pond Inlet (YIO)
Stephenville Airport,Stephenville,Canada,YJT,48.5442008972168,-58.54999923706055,NA,North America,Stephenville (YJT)
Kamloops Airport,Kamloops,Canada,YKA,50.7022018433,-120.444000244,NA,North America,Kamloops (YKA)
Waterloo Airport,Waterloo,Canada,YKF,43.4608001709,-80.3786010742,NA,North America,Waterloo (YKF)
Schefferville Airport,Schefferville,Canada,YKL,54.805301666259766,-66.8052978515625,NA,North America,Schefferville (YKL)
Lloydminster Airport,Lloydminster,Canada,YLL,53.309200286865234,-110.072998046875,NA,North America,Lloydminster (YLL)
Kelowna International Airport,Kelowna,Canada,YLW,49.9561004639,-119.377998352,NA,North America,Kelowna (YLW)
Fort McMurray Airport,Fort Mcmurray,Canada,YMM,56.653301239,-111.222000122,NA,North America,Fort Mcmurray (YMM)
Moosonee Airport,Moosonee,Canada,YMO,51.29109954833984,-80.60780334472656,NA,North America,Moosonee (YMO)
Natashquan Airport,Natashquan,Canada,YNA,50.18999862670898,-61.78919982910156,NA,North America,Natashquan (YNA)
High Level Airport,High Level,Canada,YOJ,58.62139892578125,-117.16500091552734,NA,North America,High Level (YOJ)
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,45.3224983215332,-75.66919708251953,NA,North America,Ottawa (YOW)
Pickle Lake Airport,Pickle Lake,Canada,YPL,51.4463996887207,-90.21420288085938,NA,North America,Pickle Lake (YPL)
Port Menier Airport,Port Menier,Canada,YPN,49.83639907836914,-64.2885971069336,NA,North America,Port Menier (YPN)
Prince Rupert Airport,Prince Pupert,Canada,YPR,54.2860984802,-130.445007324,NA,North America,Prince Pupert (YPR)
Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,58.7672004699707,-111.11699676513672,NA,North America,Fort Chipewyan (YPY)
Quebec Jean Lesage International Airport,Quebec,Canada,YQB,46.7911,-71.393303,NA,North America,Quebec (YQB)
Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,52.18220138549805,-113.8939971923828,NA,North America,Red Deer Industrial (YQF)
Windsor Airport,Windsor,Canada,YQG,42.27560043334961,-82.95559692382812,NA,North America,Windsor (YQG)
Kenora Airport,Kenora,Canada,YQK,49.78829956054688,-94.36309814453124,NA,North America,Kenora (YQK)
Lethbridge County Airport,Lethbridge,Canada,YQL,49.6302986145,-112.800003052,NA,North America,Lethbridge (YQL)
Greater Moncton International Airport,Moncton,Canada,YQM,46.11220169067383,-64.67859649658203,NA,North America,Moncton (YQM)
Comox Airport,Comox,Canada,YQQ,49.71080017089844,-124.88700103759766,NA,North America,Comox (YQQ)
Regina International Airport,Regina,Canada,YQR,50.43190002441406,-104.66600036621094,NA,North America,Regina (YQR)
Thunder Bay Airport,Thunder Bay,Canada,YQT,48.37189865112305,-89.32389831542969,NA,North America,Thunder Bay (YQT)
Grande Prairie Airport,Grande Prairie,Canada,YQU,55.1796989441,-118.885002136,NA,North America,Grande Prairie (YQU)
Gander International Airport,Gander,Canada,YQX,48.9369010925293,-54.56809997558594,NA,North America,Gander (YQX)
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,46.1614,-60.047798,NA,North America,Sydney (YQY)
Quesnel Airport,Quesnel,Canada,YQZ,53.026100158691406,-122.51000213623048,NA,North America,Quesnel (YQZ)
Resolute Bay Airport,Resolute,Canada,YRB,74.7169036865,-94.9693984985,NA,North America,Resolute (YRB)
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,62.8114013672,-92.1157989502,NA,North America,Rankin Inlet (YRT)
Sudbury Airport,Sudbury,Canada,YSB,46.625,-80.79889678955078,NA,North America,Sudbury (YSB)
Saint John Airport,St. John,Canada,YSJ,45.31610107421875,-65.89029693603516,NA,North America,St. John (YSJ)
Fort Smith Airport,Fort Smith,Canada,YSM,60.020301818847656,-111.96199798583984,NA,North America,Fort Smith (YSM)
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,71.9938964844,-125.242996216,NA,North America,Sachs Harbour (YSY)
Cape Dorset Airport,Cape Dorset,Canada,YTE,64.2300033569,-76.5267028809,NA,North America,Cape Dorset (YTE)
Thompson Airport,Thompson,Canada,YTH,55.80110168457031,-97.86419677734376,NA,North America,Thompson (YTH)
Timmins/Victor M. Power,Timmins,Canada,YTS,48.5696983337,-81.376701355,NA,North America,Timmins (YTS)
Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,43.627499,-79.396202,NA,North America,Toronto (YTZ)
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,69.43329620361328,-133.0260009765625,NA,North America,Tuktoyaktuk (YUB)
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.4706001282,-73.7407989502,NA,North America,Montreal (YUL)
Repulse Bay Airport,Repulse Bay,Canada,YUT,66.5214004517,-86.22470092770001,NA,North America,Repulse Bay (YUT)
Hall Beach Airport,Hall Beach,Canada,YUX,68.77610015869999,-81.2425,NA,North America,Hall Beach (YUX)
Rouyn Noranda Airport,Rouyn,Canada,YUY,48.20610046386719,-78.83560180664062,NA,North America,Rouyn (YUY)
Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,67.5457992554,-64.03140258789999,NA,North America,Broughton Island (YVM)
Val-d'Or Airport,Val D'or,Canada,YVO,48.0532989502,-77.7827987671,NA,North America,Val D'or (YVO)
Kuujjuaq Airport,Quujjuaq,Canada,YVP,58.096099853515625,-68.4269027709961,NA,North America,Quujjuaq (YVP)
Norman Wells Airport,Norman Wells,Canada,YVQ,65.28160095214844,-126.7979965209961,NA,North America,Norman Wells (YVQ)
Vancouver International Airport,Vancouver,Canada,YVR,49.193901062,-123.183998108,NA,North America,Vancouver (YVR)
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,49.9099998474,-97.2398986816,NA,North America,Winnipeg (YWG)
Wabush Airport,Wabush,Canada,YWK,52.92190170288086,-66.8644027709961,NA,North America,Wabush (YWK)
Williams Lake Airport,Williams Lake,Canada,YWL,52.1831016541,-122.054000854,NA,North America,Williams Lake (YWL)
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,49.610801696777,-115.78199768066,NA,North America,Cranbrook (YXC)
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,52.17079925537109,-106.6999969482422,NA,North America,Saskatoon (YXE)
Medicine Hat Airport,Medicine Hat,Canada,YXH,50.01890182495117,-110.72100067138672,NA,North America,Medicine Hat (YXH)
Fort St John Airport,Fort Saint John,Canada,YXJ,56.23809814453125,-120.73999786376952,NA,North America,Fort Saint John (YXJ)
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,50.11389923095703,-91.9052963256836,NA,North America,Sioux Lookout (YXL)
Pangnirtung Airport,Pangnirtung,Canada,YXP,66.1449966431,-65.71360015869999,NA,North America,Pangnirtung (YXP)
Prince George Airport,Prince George,Canada,YXS,53.8894004822,-122.679000854,NA,North America,Prince George (YXS)
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,54.468498,-128.576009,NA,North America,Terrace (YXT)
London Airport,London,Canada,YXU,43.035599,-81.1539,NA,North America,London (YXU)
Abbotsford Airport,Abbotsford,Canada,YXX,49.025299072265625,-122.36100006103516,NA,North America,Abbotsford (YXX)
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,60.7095985413,-135.067001343,NA,North America,Whitehorse (YXY)
North Bay Jack Garland Airport,North Bay,Canada,YYB,46.363602,-79.422798,NA,North America,North Bay (YYB)
Calgary International Airport,Calgary,Canada,YYC,51.113899231,-114.019996643,NA,North America,Calgary (YYC)
Smithers Airport,Smithers,Canada,YYD,54.82469940185547,-127.18299865722656,NA,North America,Smithers (YYD)
Fort Nelson Airport,Fort Nelson,Canada,YYE,58.8363990784,-122.597000122,NA,North America,Fort Nelson (YYE)
Penticton Airport,Penticton,Canada,YYF,49.46310043334961,-119.60199737548828,NA,North America,Penticton (YYF)
Charlottetown Airport,Charlottetown,Canada,YYG,46.290000915527344,-63.12110137939453,NA,North America,Charlottetown (YYG)
Taloyoak Airport,Spence Bay,Canada,YYH,69.5466995239,-93.5766983032,NA,North America,Spence Bay (YYH)
Victoria International Airport,Victoria,Canada,YYJ,48.646900177,-123.426002502,NA,North America,Victoria (YYJ)
Churchill Airport,Churchill,Canada,YYQ,58.739200592041016,-94.06500244140624,NA,North America,Churchill (YYQ)
Goose Bay Airport,Goose Bay,Canada,YYR,53.3191986084,-60.4258003235,NA,North America,Goose Bay (YYR)
St. John's International Airport,St. John's,Canada,YYT,47.618598938,-52.7518997192,NA,North America,St. John's (YYT)
Kapuskasing Airport,Kapuskasing,Canada,YYU,49.41389846801758,-82.46749877929688,NA,North America,Kapuskasing (YYU)
Mont Joli Airport,Mont Joli,Canada,YYY,48.60860061645508,-68.20809936523438,NA,North America,Mont Joli (YYY)
Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.6772003174,-79.63059997559999,NA,North America,Toronto (YYZ)
Yellowknife Airport,Yellowknife,Canada,YZF,62.462799072265625,-114.44000244140624,NA,North America,Yellowknife (YZF)
Sandspit Airport,Sandspit,Canada,YZP,53.25429916379999,-131.813995361,NA,North America,Sandspit (YZP)
Chris Hadfield Airport,Sarnia,Canada,YZR,42.9994010925293,-82.30889892578125,NA,North America,Sarnia (YZR)
Port Hardy Airport,Port Hardy,Canada,YZT,50.68059921264648,-127.36699676513672,NA,North America,Port Hardy (YZT)
Sept-Îles Airport,Sept-iles,Canada,YZV,50.22330093383789,-66.2656021118164,NA,North America,Sept-iles (YZV)
Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,67.40750122070312,-134.86099243164062,NA,North America,Fort Mcpherson (ZFM)
Soummam Airport,Bejaja,Algeria,BJA,36.7120018005,5.0699200630200005,AF,Africa,Bejaja (BJA)
Houari Boumediene Airport,Algier,Algeria,ALG,36.69100189208984,3.215409994125366,AF,Africa,Algier (ALG)
Djanet Inedbirene Airport,Djanet,Algeria,DJG,24.292801,9.45244,AF,Africa,Djanet (DJG)
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,22.8115005493,5.45107984543,AF,Africa,Tamanrasset (TMR)
Mecheria Airport,Mecheria,Algeria,MZW,33.535900116,-0.242353007197,AF,Africa,Mecheria (MZW)
Rabah Bitat Airport,Annaba,Algeria,AAE,36.822201,7.809174,AF,Africa,Annaba (AAE)
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,36.2760009765625,6.620389938354492,AF,Africa,Constantine (CZL)
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,35.4315986633,8.12071990967,AF,Africa,Tebessa (TEE)
Hassi R'Mel Airport,Tilrempt,Algeria,HRM,32.93040084838867,3.311539888381958,AF,Africa,Tilrempt (HRM)
Bou Chekif Airport,Tiaret,Algeria,TID,35.3410987854,1.46315002441,AF,Africa,Tiaret (TID)
Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,36.2126998901,1.33176994324,AF,Africa,Ech-cheliff (CFK)
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,35.0167007446,-1.45000004768,AF,Africa,Tlemcen (TLM)
Es Senia Airport,Oran,Algeria,ORN,35.6239013672,-0.6211829781529999,AF,Africa,Oran (ORN)
Ghriss Airport,Ghriss,Algeria,MUW,35.207698822021484,0.1471419930458068,AF,Africa,Ghriss (MUW)
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,27.83760070800781,-0.1864140033721923,AF,Africa,Adrar (AZR)
Biskra Airport,Biskra,Algeria,BSK,34.7933006287,5.73823022842,AF,Africa,Biskra (BSK)
El Golea Airport,El Golea,Algeria,ELG,30.5713005065918,2.8595900535583496,AF,Africa,El Golea (ELG)
Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,32.38410186767578,3.794110059738159,AF,Africa,Ghardaia (GHA)
Oued Irara Airport,Hassi Messaoud,Algeria,HME,31.6730003357,6.140439987180001,AF,Africa,Hassi Messaoud (HME)
In Salah Airport,In Salah,Algeria,INZ,27.2509994507,2.51202011108,AF,Africa,In Salah (INZ)
Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,33.06779861450195,6.088669776916504,AF,Africa,Touggourt (TGR)
Ain el Beida Airport,Ouargla,Algeria,OGX,31.917200088500977,5.412779808044434,AF,Africa,Ouargla (OGX)
In Aménas Airport,Zarzaitine,Algeria,IAM,28.0515,9.64291,AF,Africa,Zarzaitine (IAM)
Cadjehoun Airport,Cotonou,Benin,COO,6.357230186462402,2.384350061416626,AF,Africa,Cotonou (COO)
Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,12.3532,-1.51242,AF,Africa,Ouagadougou (OUA)
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,11.160099983215332,-4.33096981048584,AF,Africa,Bobo-dioulasso (BOY)
Kotoka International Airport,Accra,Ghana,ACC,5.605189800262451,-0.1667860001325607,AF,Africa,Accra (ACC)
Tamale Airport,Tamale,Ghana,TML,9.55718994140625,-0.8632140159606934,AF,Africa,Tamale (TML)
Sunyani Airport,Sunyani,Ghana,NYI,7.361830234527588,-2.3287599086761475,AF,Africa,Sunyani (NYI)
Takoradi Airport,Takoradi,Ghana,TKD,4.896059989929199,-1.7747600078582764,AF,Africa,Takoradi (TKD)
Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,9.006790161132812,7.263169765472412,AF,Africa,Abuja (ABV)
Benin Airport,Benin,Nigeria,BNI,6.316979885101318,5.599500179290772,AF,Africa,Benin (BNI)
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,4.976019859313965,8.347200393676758,AF,Africa,Calabar (CBQ)
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,6.474269866943359,7.561960220336914,AF,Africa,Enugu (ENU)
Ibadan Airport,Ibadan,Nigeria,IBA,7.362460136413574,3.97832989692688,AF,Africa,Ibadan (IBA)
Ilorin International Airport,Ilorin,Nigeria,ILR,8.440210342407227,4.493919849395752,AF,Africa,Ilorin (ILR)
Yakubu Gowon Airport,Jos,Nigeria,JOS,9.639829635620115,8.869050025939941,AF,Africa,Jos (JOS)
Kaduna Airport,Kaduna,Nigeria,KAD,10.696000099182127,7.320109844207764,AF,Africa,Kaduna (KAD)
Mallam Aminu International Airport,Kano,Nigeria,KAN,12.0476,8.52462,AF,Africa,Kano (KAN)
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,6.5773701667785645,3.321160078048706,AF,Africa,Lagos (LOS)
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,5.0154900550842285,6.94959020614624,AF,Africa,Port Hartcourt (PHC)
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,12.916299819946287,5.207190036773682,AF,Africa,Sokoto (SKO)
Yola Airport,Yola,Nigeria,YOL,9.257550239562988,12.430399894714355,AF,Africa,Yola (YOL)
Diori Hamani International Airport,Niamey,Niger,NIM,13.4815,2.18361,AF,Africa,Niamey (NIM)
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,35.75809860229492,10.75469970703125,AF,Africa,Monastir (MIR)
Tunis Carthage International Airport,Tunis,Tunisia,TUN,36.85100173950195,10.22719955444336,AF,Africa,Tunis (TUN)
Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,34.422000885009766,8.822500228881836,AF,Africa,Gafsa (GAF)
Gabès Matmata International Airport,Gabes,Tunisia,GAE,33.87689971923828,10.103300094604492,AF,Africa,Gabes (GAE)
Djerba Zarzis International Airport,Djerba,Tunisia,DJE,33.875,10.775500297546388,AF,Africa,Djerba (DJE)
Sfax Thyna International Airport,Sfax,Tunisia,SFA,34.71799850463867,10.690999984741213,AF,Africa,Sfax (SFA)
Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,33.939701080322266,8.110560417175293,AF,Africa,Tozeur (TOE)
Lomé-Tokoin Airport,Lome,Togo,LFW,6.165609836578369,1.2545100450515747,AF,Africa,Lome (LFW)
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,51.1893997192,4.46027994156,EU,Europe,Antwerp (ANR)
Brussels Airport,Brussels,Belgium,BRU,50.9014015198,4.48443984985,EU,Europe,Brussels (BRU)
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,50.459202,4.45382,EU,Europe,Charleroi (CRL)
Liège Airport,Liege,Belgium,LGG,50.63740158081055,5.443220138549805,EU,Europe,Liege (LGG)
Ostend-Bruges International Airport,Ostend,Belgium,OST,51.1988983154,2.8622200489,EU,Europe,Ostend (OST)
Berlin-Schönefeld Airport,Berlin,Germany,SXF,52.380001,13.5225,EU,Europe,Berlin (SXF)
Dresden Airport,Dresden,Germany,DRS,51.1328010559082,13.767200469970703,EU,Europe,Dresden (DRS)
Erfurt Airport,Erfurt,Germany,ERF,50.97980117797852,10.958100318908691,EU,Europe,Erfurt (ERF)
Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,EU,Europe,Frankfurt (FRA)
Münster Osnabrück Airport,Munster,Germany,FMO,52.134601593,7.68483018875,EU,Europe,Munster (FMO)
Hamburg Airport,Hamburg,Germany,HAM,53.630401611328,9.9882297515869,EU,Europe,Hamburg (HAM)
Cologne Bonn Airport,Cologne,Germany,CGN,50.8658981323,7.1427397728,EU,Europe,Cologne (CGN)
Düsseldorf Airport,Duesseldorf,Germany,DUS,51.289501,6.76678,EU,Europe,Duesseldorf (DUS)
Munich Airport,Munich,Germany,MUC,48.353802,11.7861,EU,Europe,Munich (MUC)
Nuremberg Airport,Nuernberg,Germany,NUE,49.498699,11.078056,EU,Europe,Nuernberg (NUE)
Leipzig/Halle Airport,Leipzig,Germany,LEJ,51.423889,12.236389,EU,Europe,Leipzig (LEJ)
Saarbrücken Airport,Saarbruecken,Germany,SCN,49.2145996094,7.10950994492,EU,Europe,Saarbruecken (SCN)
Stuttgart Airport,Stuttgart,Germany,STR,48.6898994446,9.22196006775,EU,Europe,Stuttgart (STR)
Berlin-Tegel Airport,Berlin,Germany,TXL,52.5597,13.2877,EU,Europe,Berlin (TXL)
Hannover Airport,Hannover,Germany,HAJ,52.461101532,9.68507957458,EU,Europe,Hannover (HAJ)
Bremen Airport,Bremen,Germany,BRE,53.0475006104,8.78666973114,EU,Europe,Bremen (BRE)
Frankfurt-Hahn Airport,Hahn,Germany,HHN,49.9487,7.26389,EU,Europe,Hahn (HHN)
Mannheim-City Airport,Mannheim,Germany,MHG,49.473057,8.514167,EU,Europe,Mannheim (MHG)
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,53.5352783203125,9.835556030273438,EU,Europe,Hamburg (XFW)
Lübeck Blankensee Airport,Luebeck,Germany,LBC,53.8054008484,10.7192001343,EU,Europe,Luebeck (LBC)
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,51.6141014099,8.616319656369999,EU,Europe,Paderborn (PAD)
Dortmund Airport,Dortmund,Germany,DTM,51.51829910279999,7.61223983765,EU,Europe,Dortmund (DTM)
Augsburg Airport,Augsburg,Germany,AGB,48.425278,10.931667,EU,Europe,Augsburg (AGB)
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,47.6712989807,9.51148986816,EU,Europe,Friedrichshafen (FDH)
Zweibrücken Airport,Zweibruecken,Germany,ZQW,49.2094,7.40056,EU,Europe,Zweibruecken (ZQW)
Kassel-Calden Airport,Kassel,Germany,KSF,51.417273,9.384967,EU,Europe,Kassel (KSF)
Westerland Sylt Airport,Westerland,Germany,GWT,54.9132003784,8.34047031403,EU,Europe,Westerland (GWT)
Kuressaare Airport,Kuressaare,Estonia,URE,58.22990036010742,22.50950050354004,EU,Europe,Kuressaare (URE)
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,59.41329956049999,24.8327999115,EU,Europe,Tallinn-ulemiste International (TLL)
Tartu Airport,Tartu,Estonia,TAY,58.3074989319,26.690399169900004,EU,Europe,Tartu (TAY)
Helsinki Vantaa Airport,Helsinki,Finland,HEL,60.317199707031,24.963300704956,EU,Europe,Helsinki (HEL)
Ivalo Airport,Ivalo,Finland,IVL,68.607299804688,27.405300140381,EU,Europe,Ivalo (IVL)
Joensuu Airport,Joensuu,Finland,JOE,62.662899017334,29.607500076294,EU,Europe,Joensuu (JOE)
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,62.399501800537,25.678300857544,EU,Europe,Jyvaskyla (JYV)
Kemi-Tornio Airport,Kemi,Finland,KEM,65.778701782227,24.582099914551,EU,Europe,Kemi (KEM)
Kajaani Airport,Kajaani,Finland,KAJ,64.285499572754,27.692399978638,EU,Europe,Kajaani (KAJ)
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,63.721199035645,23.143100738525,EU,Europe,Kruunupyy (KOK)
Kuusamo Airport,Kuusamo,Finland,KAO,65.987602233887,29.239400863647,EU,Europe,Kuusamo (KAO)
Kittilä Airport,Kittila,Finland,KTT,67.700996398926,24.846799850464,EU,Europe,Kittila (KTT)
Kuopio Airport,Kuopio,Finland,KUO,63.007099151611,27.797800064087,EU,Europe,Kuopio (KUO)
Lappeenranta Airport,Lappeenranta,Finland,LPP,61.044601,28.144743,EU,Europe,Lappeenranta (LPP)
Mariehamn Airport,Mariehamn,Finland,MHQ,60.122200012207,19.898199081421,EU,Europe,Mariehamn (MHQ)
Oulu Airport,Oulu,Finland,OUL,64.930099487305,25.354600906372,EU,Europe,Oulu (OUL)
Pori Airport,Pori,Finland,POR,61.461700439453,21.799999237061,EU,Europe,Pori (POR)
Rovaniemi Airport,Rovaniemi,Finland,RVN,66.564796447754,25.830400466919,EU,Europe,Rovaniemi (RVN)
Savonlinna Airport,Savonlinna,Finland,SVL,61.943099975586,28.945100784302,EU,Europe,Savonlinna (SVL)
